,Archetype,arrival_time,departure_time,time_in_park,max_wait,attractions_experienced,fastpass_used,total_wait_time,average_wait_time
18775,Tourist,298,656,358,109,3,1,211,70.33333333333333
18776,Tourist,298,903,605,62,4,1,138,34.5
18777,Tourist,298,733,435,83,0,0,0,0.0
18778,Tourist,298,620,322,41,1,1,0,0.0
18779,Tourist,298,792,494,103,5,0,314,62.8
18780,Tourist,298,798,500,89,4,1,243,60.75
18781,Tourist,298,618,320,40,0,0,0,0.0
18782,Tourist,298,846,548,96,4,1,278,69.5
18783,Tourist,298,837,539,42,2,0,89,44.5
18784,Tourist,298,892,594,106,5,1,318,63.6
18785,Tourist,298,621,323,66,0,0,0,0.0
18786,Tourist,298,853,555,119,6,0,478,79.66666666666667
18787,Tourist,298,714,416,55,2,0,94,47.0
18788,Tourist,298,790,492,86,4,1,253,63.25
18789,Tourist,298,763,465,56,2,0,111,55.5
18790,Tourist,298,636,338,111,0,0,0,0.0
18791,Tourist,298,637,339,91,3,0,259,86.33333333333333
18792,Tourist,298,858,560,72,6,0,408,68.0
18793,Tourist,298,824,526,41,2,0,85,42.5
18794,Tourist,298,885,587,69,2,0,72,36.0
18795,Tourist,298,671,373,48,1,1,0,0.0
18796,Tourist,298,667,369,61,2,0,117,58.5
18797,Tourist,298,830,532,81,5,1,324,64.8
18798,Tourist,298,884,586,65,6,1,291,48.5
18799,Tourist,298,834,536,98,2,0,126,63.0
18800,Tourist,298,739,441,40,1,1,0,0.0
18801,Tourist,298,766,468,95,0,0,0,0.0
18802,Tourist,298,721,423,59,0,0,0,0.0
18803,Tourist,298,720,422,60,2,1,88,44.0
18804,Tourist,298,656,358,76,0,0,0,0.0
18805,Tourist,298,817,519,51,2,0,96,48.0
18806,Tourist,298,710,412,54,0,0,0,0.0
18807,Tourist,298,839,541,117,4,1,296,74.0
18808,Tourist,298,744,446,44,1,0,35,35.0
18809,Tourist,298,716,418,98,0,0,0,0.0
18810,Tourist,298,854,556,77,5,1,278,55.6
18811,Tourist,298,727,429,44,2,0,87,43.5
18812,Tourist,298,741,443,53,2,0,85,42.5
18813,Tourist,298,719,421,52,1,0,0,0.0
18814,Tourist,298,829,531,87,1,0,39,39.0
18815,Tourist,298,922,624,113,5,1,297,59.4
18816,Tourist,298,830,532,86,4,1,286,71.5
18817,Tourist,298,786,488,60,2,1,54,27.0
18818,Tourist,298,855,557,55,1,0,39,39.0
18819,Tourist,298,687,389,70,0,0,0,0.0
18820,Tourist,298,678,380,115,4,0,328,82.0
18821,Tourist,298,711,413,49,1,0,63,63.0
18822,Tourist,298,717,419,42,1,0,54,54.0
18823,Tourist,298,764,466,66,4,0,219,54.75
18824,Tourist,298,755,457,90,4,0,250,62.5
18825,Tourist,298,864,566,75,4,1,281,70.25
18826,Tourist,298,688,390,68,0,0,0,0.0
18827,Tourist,298,818,520,31,2,1,38,19.0
18828,Tourist,298,712,414,83,4,0,288,72.0
18829,Tourist,298,824,526,101,0,0,0,0.0
18830,Tourist,298,731,433,68,0,0,0,0.0
18831,Tourist,298,602,304,31,1,1,0,0.0
18832,Tourist,298,849,551,32,2,1,37,18.5
18833,Tourist,298,695,397,48,1,0,40,40.0
18834,Tourist,299,604,305,111,3,0,294,98.0
18835,Tourist,299,639,340,88,4,1,277,69.25
18836,Tourist,299,719,420,77,3,1,198,66.0
18837,Tourist,299,626,327,50,1,0,69,69.0
18838,Tourist,299,784,485,58,0,0,0,0.0
18839,Tourist,299,644,345,109,3,0,256,85.33333333333333
18840,Tourist,299,835,536,58,0,0,0,0.0
18841,Tourist,299,644,345,37,0,0,0,0.0
18842,Tourist,299,759,460,59,2,0,138,69.0
18843,Tourist,299,729,430,83,0,0,0,0.0
18844,Tourist,299,645,346,42,0,0,0,0.0
18845,Tourist,299,817,518,48,2,0,77,38.5
18846,Tourist,299,866,567,48,2,0,71,35.5
18847,Tourist,299,867,568,83,6,0,439,73.16666666666667
18848,Tourist,299,830,531,91,6,0,403,67.16666666666667
18849,Tourist,299,675,376,115,4,0,317,79.25
18850,Tourist,299,724,425,111,4,1,274,68.5
18851,Tourist,299,778,479,83,0,0,0,0.0
18852,Tourist,299,816,517,99,5,0,369,73.8
18853,Tourist,299,690,391,67,0,0,0,0.0
18854,Tourist,299,896,597,78,2,1,83,41.5
18855,Tourist,299,862,563,113,3,1,205,68.33333333333333
18856,Tourist,299,772,473,87,3,1,197,65.66666666666667
18857,Tourist,299,867,568,46,2,1,56,28.0
18858,Tourist,299,867,568,111,2,0,73,36.5
18859,Tourist,299,893,594,104,5,1,369,73.8
18860,Tourist,299,638,339,36,1,1,0,0.0
18861,Tourist,299,600,301,36,0,0,0,0.0
18862,Tourist,299,708,409,66,0,0,0,0.0
18863,Tourist,299,843,544,87,5,0,362,72.4
18864,Tourist,299,866,567,108,7,1,469,67.0
18865,Tourist,299,771,472,113,0,0,0,0.0
18866,Tourist,299,815,516,90,1,0,3,3.0
18867,Tourist,299,706,407,50,2,0,68,34.0
18868,Tourist,299,812,513,41,1,1,1,1.0
18869,Tourist,299,694,395,115,3,0,272,90.66666666666667
18870,Tourist,299,675,376,102,3,0,219,73.0
18871,Tourist,299,689,390,112,4,1,278,69.5
18872,Tourist,299,832,533,65,6,0,324,54.0
18873,Tourist,299,888,589,47,4,1,134,33.5
18874,Tourist,299,870,571,49,3,0,115,38.333333333333336
18875,Tourist,299,811,512,92,4,0,263,65.75
18876,Tourist,299,820,521,110,4,0,288,72.0
18877,Tourist,299,893,594,51,2,0,73,36.5
18878,Tourist,299,890,591,66,2,1,92,46.0
18879,Tourist,299,783,484,47,3,0,139,46.333333333333336
18880,Tourist,299,797,498,71,6,0,421,70.16666666666667
18881,Tourist,299,725,426,97,5,0,371,74.2
18882,Tourist,299,735,436,115,4,1,261,65.25
18883,Tourist,299,875,576,94,6,0,475,79.16666666666667
18884,Tourist,299,843,544,41,0,0,0,0.0
18885,Tourist,299,659,360,86,3,0,228,76.0
18886,Tourist,299,866,567,62,4,0,187,46.75
18887,Tourist,299,837,538,119,7,0,458,65.42857142857143
18888,Tourist,299,679,380,113,0,0,0,0.0
18889,Tourist,299,834,535,58,4,0,191,47.75
18890,Tourist,299,862,563,102,7,1,445,63.57142857142857
18891,Tourist,299,801,502,53,2,0,70,35.0
18892,Tourist,299,894,595,107,2,0,103,51.5
18893,Tourist,299,786,487,78,4,0,332,83.0
18894,Tourist,299,673,374,93,3,0,240,80.0
18895,Tourist,299,802,503,34,1,0,0,0.0
18896,Tourist,299,783,484,94,3,1,208,69.33333333333333
18897,Tourist,299,765,466,116,5,0,391,78.2
18898,Tourist,299,623,324,85,3,0,280,93.33333333333333
18899,Tourist,299,796,497,39,2,1,58,29.0
18900,Tourist,299,839,540,93,4,1,269,67.25
18901,Tourist,299,692,393,51,1,0,68,68.0
18902,Tourist,299,894,595,104,7,1,472,67.42857142857143
18903,Tourist,299,869,570,49,3,0,130,43.333333333333336
18904,Tourist,299,763,464,98,0,0,0,0.0
18905,Tourist,299,825,526,34,1,0,59,59.0
18906,Tourist,299,860,561,111,2,0,99,49.5
18907,Tourist,299,753,454,41,2,1,35,17.5
18908,Tourist,299,633,334,87,0,0,0,0.0
18909,Tourist,299,769,470,71,0,0,0,0.0
18910,Tourist,299,724,425,38,1,1,0,0.0
18911,Tourist,299,811,512,33,0,0,0,0.0
18912,Tourist,299,785,486,115,5,0,383,76.6
18913,Tourist,299,823,524,116,6,0,465,77.5
18914,Tourist,299,821,522,93,6,0,404,67.33333333333333
18915,Tourist,299,739,440,49,1,1,0,0.0
18916,Tourist,299,860,561,69,4,1,172,43.0
18917,Tourist,299,793,494,37,2,1,85,42.5
18918,Tourist,299,844,545,55,3,1,105,35.0
18919,Tourist,299,660,361,93,3,0,258,86.0
18920,Tourist,299,705,406,36,0,0,0,0.0
18921,Tourist,300,865,565,39,1,0,53,53.0
18922,Tourist,300,605,305,36,0,0,0,0.0
18923,Tourist,300,662,362,61,1,0,52,52.0
18924,Tourist,300,849,549,70,4,1,209,52.25
18925,Tourist,300,811,511,58,3,0,119,39.666666666666664
18926,Tourist,300,763,463,58,3,0,129,43.0
18927,Tourist,300,826,526,41,0,0,0,0.0
18928,Tourist,300,728,428,74,3,1,116,38.666666666666664
18929,Tourist,300,841,541,41,1,1,0,0.0
18930,Tourist,300,683,383,104,3,0,289,96.33333333333333
18931,Tourist,300,652,352,107,0,0,0,0.0
18932,Tourist,300,799,499,85,5,1,323,64.6
18933,Tourist,300,856,556,69,5,1,253,50.6
18934,Tourist,300,752,452,35,1,0,42,42.0
18935,Tourist,300,666,366,65,2,0,81,40.5
18936,Tourist,300,851,551,104,6,0,411,68.5
18937,Tourist,300,833,533,101,6,0,409,68.16666666666667
18938,Tourist,300,653,353,85,0,0,0,0.0
18939,Tourist,300,651,351,57,0,0,0,0.0
18940,Tourist,300,754,454,57,0,0,0,0.0
18941,Tourist,300,637,337,102,2,0,215,107.5
18942,Tourist,300,787,487,63,3,0,161,53.666666666666664
18943,Tourist,300,844,544,32,1,0,27,27.0
18944,Tourist,300,668,368,51,1,0,31,31.0
18945,Tourist,300,747,447,34,0,0,0,0.0
18946,Tourist,300,710,410,65,0,0,0,0.0
18947,Tourist,300,844,544,113,1,0,10,10.0
18948,Tourist,300,657,357,71,2,0,179,89.5
18949,Tourist,300,758,458,69,3,0,131,43.666666666666664
18950,Tourist,300,768,468,37,1,0,21,21.0
18951,Tourist,300,684,384,40,1,0,0,0.0
18952,Tourist,300,631,331,99,0,0,0,0.0
18953,Tourist,300,673,373,95,4,0,341,85.25
18954,Tourist,300,784,484,92,3,1,211,70.33333333333333
18955,Tourist,300,790,490,63,3,0,115,38.333333333333336
18956,Tourist,300,619,319,39,0,0,0,0.0
18957,Tourist,300,702,402,114,3,1,197,65.66666666666667
18958,Tourist,300,804,504,44,1,1,0,0.0
18959,Tourist,300,679,379,46,1,0,57,57.0
18960,Tourist,300,846,546,53,0,0,0,0.0
18961,Tourist,300,872,572,84,7,0,488,69.71428571428571
18962,Tourist,300,617,317,58,1,0,79,79.0
18963,Tourist,300,712,412,56,0,0,0,0.0
18964,Tourist,300,855,555,48,3,0,139,46.333333333333336
18965,Tourist,300,799,499,81,4,1,262,65.5
18966,Tourist,300,821,521,40,1,1,0,0.0
18967,Tourist,300,691,391,115,2,0,173,86.5
18968,Tourist,300,612,312,86,3,0,292,97.33333333333333
18969,Tourist,300,764,464,87,4,1,287,71.75
18970,Tourist,300,849,549,68,4,0,257,64.25
18971,Tourist,300,807,507,115,0,0,0,0.0
18972,Tourist,300,680,380,67,2,0,88,44.0
18973,Tourist,300,883,583,99,7,0,487,69.57142857142857
18974,Tourist,300,652,352,48,1,0,31,31.0
18975,Tourist,300,880,580,66,0,0,0,0.0
18976,Tourist,300,797,497,40,1,1,0,0.0
18977,Tourist,300,675,375,103,4,1,285,71.25
18978,Tourist,300,772,472,103,4,0,339,84.75
18979,Tourist,300,773,473,110,5,0,357,71.4
18980,Tourist,300,678,378,70,0,0,0,0.0
18981,Tourist,300,769,469,32,0,0,0,0.0
18982,Tourist,300,697,397,66,0,0,0,0.0
18983,Tourist,300,603,303,93,3,0,289,96.33333333333333
18984,Tourist,300,750,450,52,3,0,146,48.666666666666664
18985,Tourist,300,684,384,73,3,0,201,67.0
18986,Tourist,300,644,344,77,3,0,271,90.33333333333333
18987,Tourist,300,799,499,71,1,0,58,58.0
18988,Tourist,300,634,334,83,0,0,0,0.0
18989,Tourist,300,753,453,72,4,0,315,78.75
18990,Tourist,300,702,402,30,1,1,0,0.0
18991,Tourist,300,776,476,97,4,1,296,74.0
18992,Tourist,300,777,477,100,5,0,420,84.0
18993,Tourist,300,760,460,44,2,1,48,24.0
18994,Tourist,300,922,622,53,6,1,205,34.166666666666664
18995,Tourist,300,821,521,107,6,0,439,73.16666666666667
18996,Tourist,300,782,482,62,3,0,172,57.333333333333336
18997,Tourist,300,844,544,34,1,0,58,58.0
18998,Tourist,300,898,598,76,7,1,424,60.57142857142857
18999,Tourist,300,864,564,95,6,0,415,69.16666666666667
19000,Tourist,300,761,461,44,0,0,0,0.0
19001,Tourist,300,669,369,103,3,0,234,78.0
19002,Tourist,300,886,586,89,4,1,255,63.75
19003,Tourist,300,897,597,99,7,0,482,68.85714285714286
19004,Tourist,300,831,531,119,6,0,475,79.16666666666667
19005,Tourist,300,854,554,91,6,1,369,61.5
19006,Tourist,300,636,336,101,0,0,0,0.0
19007,Tourist,300,796,496,74,4,0,266,66.5
19008,Tourist,300,728,428,61,1,0,8,8.0
19009,Tourist,300,723,423,53,2,0,76,38.0
19010,Tourist,300,605,305,38,0,0,0,0.0
19011,Tourist,300,875,575,93,7,0,449,64.14285714285714
19012,Tourist,300,631,331,50,1,0,65,65.0
19013,Tourist,300,761,461,69,4,0,205,51.25
19014,Tourist,300,754,454,37,2,0,77,38.5
19015,Tourist,300,697,397,120,0,0,0,0.0
19016,Tourist,301,821,520,78,4,1,278,69.5
19017,Tourist,301,614,313,61,1,0,67,67.0
19018,Tourist,301,666,365,35,1,1,0,0.0
19019,Tourist,301,845,544,64,3,1,92,30.666666666666668
19020,Tourist,301,772,471,81,5,0,376,75.2
19021,Tourist,301,672,371,112,4,0,309,77.25
19022,Tourist,301,857,556,119,0,0,0,0.0
19023,Tourist,301,667,366,119,4,0,322,80.5
19024,Tourist,301,842,541,38,1,0,42,42.0
19025,Tourist,301,663,362,86,3,0,221,73.66666666666667
19026,Tourist,301,603,302,53,0,0,0,0.0
19027,Tourist,301,768,467,36,1,0,23,23.0
19028,Tourist,301,620,319,60,0,0,0,0.0
19029,Tourist,301,791,490,30,3,1,87,29.0
19030,Tourist,301,894,593,75,0,0,0,0.0
19031,Tourist,301,870,569,70,6,0,361,60.166666666666664
19032,Tourist,301,678,377,96,0,0,0,0.0
19033,Tourist,301,843,542,112,4,1,242,60.5
19034,Tourist,301,631,330,50,0,0,0,0.0
19035,Tourist,301,879,578,94,0,0,0,0.0
19036,Tourist,301,752,451,106,3,1,206,68.66666666666667
19037,Tourist,301,608,307,44,0,0,0,0.0
19038,Tourist,301,640,339,72,2,1,104,52.0
19039,Tourist,301,674,373,109,3,1,210,70.0
19040,Tourist,301,789,488,115,0,0,0,0.0
19041,Tourist,301,770,469,50,0,0,0,0.0
19042,Tourist,301,860,559,31,1,0,50,50.0
19043,Tourist,301,647,346,45,1,1,0,0.0
19044,Tourist,301,687,386,45,1,1,0,0.0
19045,Tourist,301,718,417,77,4,0,278,69.5
19046,Tourist,301,702,401,78,3,0,228,76.0
19047,Tourist,301,715,414,82,3,0,206,68.66666666666667
19048,Tourist,301,849,548,66,5,1,254,50.8
19049,Tourist,301,651,350,118,4,1,292,73.0
19050,Tourist,301,754,453,87,4,1,282,70.5
19051,Tourist,301,835,534,56,1,0,25,25.0
19052,Tourist,301,821,520,84,6,0,408,68.0
19053,Tourist,301,669,368,101,4,0,308,77.0
19054,Tourist,301,829,528,117,6,0,430,71.66666666666667
19055,Tourist,301,690,389,107,0,0,0,0.0
19056,Tourist,301,648,347,73,0,0,0,0.0
19057,Tourist,301,720,419,63,2,0,143,71.5
19058,Tourist,301,779,478,50,2,0,96,48.0
19059,Tourist,301,636,335,35,0,0,0,0.0
19060,Tourist,301,714,413,65,1,1,0,0.0
19061,Tourist,301,720,419,102,3,1,211,70.33333333333333
19062,Tourist,301,804,503,111,6,0,418,69.66666666666667
19063,Tourist,301,723,422,70,2,0,136,68.0
19064,Tourist,301,835,534,56,1,0,28,28.0
19065,Tourist,301,786,485,33,1,0,2,2.0
19066,Tourist,301,865,564,107,7,0,424,60.57142857142857
19067,Tourist,301,666,365,74,3,0,242,80.66666666666667
19068,Tourist,301,885,584,74,4,1,200,50.0
19069,Tourist,301,664,363,100,3,1,211,70.33333333333333
19070,Tourist,301,860,559,41,4,0,171,42.75
19071,Tourist,301,745,444,86,0,0,0,0.0
19072,Tourist,301,863,562,77,4,1,241,60.25
19073,Tourist,301,841,540,42,2,1,43,21.5
19074,Tourist,301,775,474,90,5,1,324,64.8
19075,Tourist,301,724,423,83,5,0,371,74.2
19076,Tourist,301,811,510,80,4,0,314,78.5
19077,Tourist,301,707,406,42,0,0,0,0.0
19078,Tourist,301,633,332,50,0,0,0,0.0
19079,Tourist,301,618,317,39,0,0,0,0.0
19080,Tourist,301,632,331,30,0,0,0,0.0
19081,Tourist,301,870,569,107,6,0,397,66.16666666666667
19082,Tourist,301,698,397,33,0,0,0,0.0
19083,Tourist,301,671,370,96,3,0,265,88.33333333333333
19084,Tourist,301,765,464,93,5,0,404,80.8
19085,Tourist,301,664,363,94,3,0,233,77.66666666666667
19086,Tourist,301,779,478,98,4,0,277,69.25
19087,Tourist,301,770,469,45,2,0,103,51.5
19088,Tourist,301,829,528,43,1,1,0,0.0
19089,Tourist,301,655,354,93,3,0,225,75.0
19090,Tourist,301,751,450,62,0,0,0,0.0
19091,Tourist,301,647,346,33,0,0,0,0.0
19092,Tourist,301,656,355,30,0,0,0,0.0
19093,Tourist,301,659,358,84,3,0,219,73.0
19094,Tourist,301,726,425,38,1,1,1,1.0
19095,Tourist,301,787,486,33,0,0,0,0.0
19096,Tourist,301,816,515,60,1,0,34,34.0
19097,Tourist,301,610,309,78,0,0,0,0.0
19098,Tourist,301,718,417,62,3,0,157,52.333333333333336
19099,Tourist,301,765,464,104,0,0,0,0.0
19100,Tourist,301,773,472,102,5,0,365,73.0
19101,Tourist,301,836,535,98,0,0,0,0.0
19102,Tourist,301,619,318,98,0,0,0,0.0
19103,Tourist,301,781,480,99,6,0,388,64.66666666666667
19104,Tourist,301,925,624,36,2,0,39,19.5
19105,Tourist,301,660,359,40,1,1,0,0.0
19106,Tourist,301,645,344,100,3,0,288,96.0
19107,Tourist,301,755,454,51,2,1,76,38.0
19108,Tourist,301,835,534,66,2,0,62,31.0
19109,Tourist,302,727,425,119,5,0,392,78.4
19110,Tourist,302,624,322,114,3,0,283,94.33333333333333
19111,Tourist,302,638,336,39,0,0,0,0.0
19112,Tourist,302,769,467,35,1,0,42,42.0
19113,Tourist,302,785,483,62,3,0,142,47.333333333333336
19114,Tourist,302,694,392,77,0,0,0,0.0
19115,Tourist,302,726,424,102,1,0,42,42.0
19116,Tourist,302,723,421,85,5,0,361,72.2
19117,Tourist,302,681,379,60,2,0,107,53.5
19118,Tourist,302,630,328,34,0,0,0,0.0
19119,Tourist,302,793,491,82,5,0,325,65.0
19120,Tourist,302,864,562,99,1,0,37,37.0
19121,Tourist,302,844,542,39,2,0,78,39.0
19122,Tourist,302,854,552,80,7,0,412,58.857142857142854
19123,Tourist,302,648,346,102,4,1,292,73.0
19124,Tourist,302,760,458,33,0,0,0,0.0
19125,Tourist,302,638,336,91,3,0,245,81.66666666666667
19126,Tourist,302,675,373,115,4,0,286,71.5
19127,Tourist,302,645,343,63,2,0,132,66.0
19128,Tourist,302,848,546,105,6,0,401,66.83333333333333
19129,Tourist,302,660,358,101,0,0,0,0.0
19130,Tourist,302,818,516,36,1,0,44,44.0
19131,Tourist,302,890,588,106,6,0,458,76.33333333333333
19132,Tourist,302,900,598,52,5,0,207,41.4
19133,Tourist,302,771,469,59,3,1,112,37.333333333333336
19134,Tourist,302,799,497,115,1,0,81,81.0
19135,Tourist,302,839,537,112,1,0,18,18.0
19136,Tourist,302,865,563,45,0,0,0,0.0
19137,Tourist,302,886,584,49,2,0,63,31.5
19138,Tourist,302,622,320,94,3,1,214,71.33333333333333
19139,Tourist,302,873,571,80,1,0,4,4.0
19140,Tourist,302,681,379,53,1,0,29,29.0
19141,Tourist,302,878,576,96,1,0,61,61.0
19142,Tourist,302,859,557,93,6,1,404,67.33333333333333
19143,Tourist,302,796,494,119,1,0,78,78.0
19144,Tourist,302,622,320,88,3,0,289,96.33333333333333
19145,Tourist,302,886,584,105,5,1,296,59.2
19146,Tourist,302,892,590,78,6,1,325,54.166666666666664
19147,Tourist,302,861,559,30,2,0,125,62.5
19148,Tourist,302,891,589,65,6,0,395,65.83333333333333
19149,Tourist,302,870,568,68,6,0,316,52.666666666666664
19150,Tourist,302,645,343,86,0,0,0,0.0
19151,Tourist,302,612,310,60,0,0,0,0.0
19152,Tourist,302,789,487,49,1,1,0,0.0
19153,Tourist,302,823,521,89,5,0,387,77.4
19154,Tourist,302,683,381,108,3,1,202,67.33333333333333
19155,Tourist,302,659,357,67,3,0,207,69.0
19156,Tourist,302,607,305,67,0,0,0,0.0
19157,Tourist,302,778,476,55,1,0,51,51.0
19158,Tourist,302,878,576,47,1,0,61,61.0
19159,Tourist,302,647,345,31,1,1,0,0.0
19160,Tourist,302,873,571,39,1,0,40,40.0
19161,Tourist,302,891,589,57,5,1,187,37.4
19162,Tourist,302,694,392,55,2,0,112,56.0
19163,Tourist,302,778,476,115,0,0,0,0.0
19164,Tourist,302,656,354,47,0,0,0,0.0
19165,Tourist,302,727,425,87,4,1,266,66.5
19166,Tourist,302,663,361,87,3,1,212,70.66666666666667
19167,Tourist,302,846,544,109,3,1,188,62.666666666666664
19168,Tourist,302,822,520,71,5,0,364,72.8
19169,Tourist,302,830,528,93,6,0,424,70.66666666666667
19170,Tourist,302,743,441,36,1,1,0,0.0
19171,Tourist,302,608,306,73,0,0,0,0.0
19172,Tourist,302,765,463,66,4,0,299,74.75
19173,Tourist,302,828,526,48,2,0,75,37.5
19174,Tourist,302,762,460,38,2,1,6,3.0
19175,Tourist,302,832,530,41,1,1,0,0.0
19176,Tourist,302,675,373,56,0,0,0,0.0
19177,Tourist,302,857,555,89,5,1,333,66.6
19178,Tourist,302,833,531,50,4,0,168,42.0
19179,Tourist,302,883,581,112,3,0,137,45.666666666666664
19180,Tourist,302,769,467,100,4,0,271,67.75
19181,Tourist,302,696,394,36,1,0,1,1.0
19182,Tourist,302,729,427,89,4,1,287,71.75
19183,Tourist,302,886,584,46,5,0,211,42.2
19184,Tourist,302,816,514,88,4,0,304,76.0
19185,Tourist,302,648,346,46,0,0,0,0.0
19186,Tourist,302,763,461,61,2,0,87,43.5
19187,Tourist,302,755,453,116,0,0,0,0.0
19188,Tourist,302,859,557,51,1,1,0,0.0
19189,Tourist,302,780,478,39,1,0,53,53.0
19190,Tourist,302,700,398,59,1,1,0,0.0
19191,Tourist,302,633,331,32,0,0,0,0.0
19192,Tourist,302,803,501,50,2,1,81,40.5
19193,Tourist,302,823,521,85,4,0,356,89.0
19194,Tourist,302,829,527,114,5,1,335,67.0
19195,Tourist,302,761,459,65,1,0,81,81.0
19196,Tourist,302,823,521,87,5,0,304,60.8
19197,Tourist,302,620,318,118,3,0,283,94.33333333333333
19198,Tourist,302,721,419,58,3,1,92,30.666666666666668
19199,Tourist,302,652,350,84,2,0,130,65.0
19200,Tourist,302,866,564,95,7,0,466,66.57142857142857
19201,Tourist,302,816,514,89,4,1,286,71.5
19202,Tourist,302,822,520,62,2,1,87,43.5
19203,Tourist,302,721,419,95,0,0,0,0.0
19204,Tourist,302,833,531,46,5,0,200,40.0
19205,Tourist,302,833,531,95,6,0,463,77.16666666666667
19206,Tourist,302,844,542,83,2,0,56,28.0
19207,Tourist,302,727,425,99,1,0,8,8.0
19208,Tourist,302,611,309,110,3,0,289,96.33333333333333
19209,Tourist,302,738,436,57,2,0,98,49.0
19210,Tourist,303,734,431,101,3,0,266,88.66666666666667
19211,Tourist,303,704,401,37,1,0,42,42.0
19212,Tourist,303,674,371,34,0,0,0,0.0
19213,Tourist,303,860,557,117,2,0,49,24.5
19214,Tourist,303,766,463,80,5,0,387,77.4
19215,Tourist,303,825,522,81,1,0,64,64.0
19216,Tourist,303,765,462,47,0,0,0,0.0
19217,Tourist,303,717,414,44,0,0,0,0.0
19218,Tourist,303,829,526,55,3,0,129,43.0
19219,Tourist,303,772,469,76,2,0,191,95.5
19220,Tourist,303,635,332,92,0,0,0,0.0
19221,Tourist,303,780,477,51,0,0,0,0.0
19222,Tourist,303,775,472,108,4,0,298,74.5
19223,Tourist,303,676,373,87,4,0,301,75.25
19224,Tourist,303,894,591,112,7,1,426,60.857142857142854
19225,Tourist,303,778,475,34,1,0,3,3.0
19226,Tourist,303,813,510,47,3,0,151,50.333333333333336
19227,Tourist,303,674,371,54,1,0,47,47.0
19228,Tourist,303,888,585,42,4,1,137,34.25
19229,Tourist,303,825,522,110,6,0,398,66.33333333333333
19230,Tourist,303,861,558,52,1,0,49,49.0
19231,Tourist,303,777,474,53,2,0,80,40.0
19232,Tourist,303,677,374,61,0,0,0,0.0
19233,Tourist,303,755,452,46,1,0,59,59.0
19234,Tourist,303,664,361,86,3,0,210,70.0
19235,Tourist,303,820,517,41,0,0,0,0.0
19236,Tourist,303,660,357,61,1,0,63,63.0
19237,Tourist,303,770,467,119,6,0,412,68.66666666666667
19238,Tourist,303,608,305,88,0,0,0,0.0
19239,Tourist,303,843,540,66,4,0,206,51.5
19240,Tourist,303,853,550,107,6,0,440,73.33333333333333
19241,Tourist,303,783,480,30,1,1,0,0.0
19242,Tourist,303,767,464,101,4,0,297,74.25
19243,Tourist,303,612,309,96,0,0,0,0.0
19244,Tourist,303,661,358,70,2,0,152,76.0
19245,Tourist,303,753,450,53,2,1,50,25.0
19246,Tourist,303,679,376,80,4,0,325,81.25
19247,Tourist,303,726,423,77,4,1,273,68.25
19248,Tourist,303,718,415,104,0,0,0,0.0
19249,Tourist,303,707,404,73,0,0,0,0.0
19250,Tourist,303,686,383,114,4,0,317,79.25
19251,Tourist,303,693,390,72,4,0,303,75.75
19252,Tourist,303,657,354,54,1,0,62,62.0
19253,Tourist,303,791,488,80,5,1,304,60.8
19254,Tourist,303,719,416,108,4,1,217,54.25
19255,Tourist,303,662,359,120,0,0,0,0.0
19256,Tourist,303,659,356,104,0,0,0,0.0
19257,Tourist,303,853,550,37,2,0,71,35.5
19258,Tourist,303,698,395,79,4,1,293,73.25
19259,Tourist,303,867,564,76,8,0,482,60.25
19260,Tourist,303,895,592,72,7,0,427,61.0
19261,Tourist,303,793,490,107,0,0,0,0.0
19262,Tourist,303,894,591,62,3,0,196,65.33333333333333
19263,Tourist,303,780,477,104,5,1,340,68.0
19264,Tourist,303,677,374,30,0,0,0,0.0
19265,Tourist,303,892,589,93,6,0,364,60.666666666666664
19266,Tourist,303,832,529,104,7,0,458,65.42857142857143
19267,Tourist,303,782,479,59,4,1,151,37.75
19268,Tourist,303,853,550,102,4,1,245,61.25
19269,Tourist,303,820,517,32,0,0,0,0.0
19270,Tourist,303,817,514,75,3,1,201,67.0
19271,Tourist,303,645,342,59,1,0,81,81.0
19272,Tourist,303,885,582,76,0,0,0,0.0
19273,Tourist,303,656,353,81,3,1,203,67.66666666666667
19274,Tourist,303,766,463,92,0,0,0,0.0
19275,Tourist,303,750,447,89,4,1,254,63.5
19276,Tourist,303,828,525,84,6,0,450,75.0
19277,Tourist,303,705,402,96,0,0,0,0.0
19278,Tourist,303,852,549,94,7,0,453,64.71428571428571
19279,Tourist,303,872,569,73,4,1,272,68.0
19280,Tourist,303,856,553,108,6,0,438,73.0
19281,Tourist,303,861,558,53,2,0,111,55.5
19282,Tourist,303,903,600,57,5,0,266,53.2
19283,Tourist,303,827,524,42,4,0,142,35.5
19284,Tourist,303,903,600,93,2,0,82,41.0
19285,Tourist,303,899,596,63,6,0,325,54.166666666666664
19286,Tourist,303,852,549,80,0,0,0,0.0
19287,Tourist,303,781,478,48,2,0,62,31.0
19288,Tourist,303,695,392,69,3,0,170,56.666666666666664
19289,Tourist,303,667,364,84,0,0,0,0.0
19290,Tourist,303,881,578,99,8,0,507,63.375
19291,Tourist,303,623,320,76,0,0,0,0.0
19292,Tourist,303,816,513,69,3,0,192,64.0
19293,Tourist,303,703,400,96,0,0,0,0.0
19294,Tourist,303,717,414,94,4,1,296,74.0
19295,Tourist,303,881,578,36,1,0,32,32.0
